
                  X              E33_3D5N5F        E33_3D10N5F        E33_3D15N5F        E33_3D20N5F        E33_3D25N5F        E33_3D30N5F        E33_3D35N5F        E33_3D40N5F   
              241.471              2.56255E-06        5.12509E-06        7.68764E-06       10.2502E-06        12.8127E-06        15.3753E-06        17.9378E-06        20.5004E-06 
              242.059              2.40934E-06        4.81868E-06        7.22802E-06        9.63736E-06       12.0467E-06        14.456E-06         16.8654E-06        19.2747E-06 
              242.647              2.25614E-06        4.51227E-06        6.76841E-06        9.02454E-06       11.2807E-06        13.5368E-06        15.7929E-06        18.0491E-06 
              243.235              2.10293E-06        4.20586E-06        6.30879E-06        8.41172E-06       10.5147E-06        12.6176E-06        14.7205E-06        16.8234E-06 
              243.824              1.94973E-06        3.89945E-06        5.84918E-06        7.7989E-06         9.74863E-06       11.6984E-06        13.6481E-06        15.5978E-06 
              244.412              1.79652E-06        3.59304E-06        5.38956E-06        7.18609E-06        8.98261E-06       10.7791E-06        12.5756E-06        14.3722E-06 
              245.                 1.64332E-06        3.28663E-06        4.92995E-06        6.57326E-06        8.21658E-06        9.85989E-06       11.5032E-06        13.1465E-06 
              245.588              1.49011E-06        2.98022E-06        4.47033E-06        5.96044E-06        7.45055E-06        8.94066E-06       10.4308E-06        11.9209E-06 
              246.176              1.33691E-06        2.67381E-06        4.01072E-06        5.34762E-06        6.68453E-06        8.02143E-06        9.35834E-06       10.6952E-06 
              246.765              1.1837E-06         2.3674E-06         3.5511E-06         4.7348E-06         5.9185E-06         7.1022E-06         8.2859E-06         9.46961E-06
              247.353              1.0305E-06         2.06099E-06        3.09149E-06        4.12198E-06        5.15248E-06        6.18298E-06        7.21347E-06        8.24397E-06
              247.941            877.29E-09           1.75458E-06        2.63187E-06        3.50916E-06        4.38645E-06        5.26374E-06        6.14103E-06        7.01832E-06
              248.529            724.085E-09          1.44817E-06        2.17225E-06        2.89634E-06        3.62042E-06        4.34451E-06        5.06859E-06        5.79268E-06
              249.118            570.88E-09           1.14176E-06        1.71264E-06        2.28352E-06        2.8544E-06         3.42528E-06        3.99616E-06        4.56704E-06
              249.706            417.675E-09        835.351E-09          1.25303E-06        1.6707E-06         2.08838E-06        2.50605E-06        2.92373E-06        3.3414E-06 
              250.294            264.471E-09        528.941E-09        793.412E-09          1.05788E-06        1.32235E-06        1.58682E-06        1.85129E-06        2.11577E-06
              250.882            111.266E-09        222.532E-09        333.798E-09        445.064E-09        556.33E-09         667.596E-09        778.862E-09        890.128E-09  
              251.471            -41.9387E-09       -83.8773E-09      -125.816E-09       -167.755E-09       -209.693E-09       -251.632E-09       -293.571E-09       -335.509E-09  
              252.059           -195.144E-09       -390.289E-09       -585.433E-09       -780.577E-09       -975.722E-09         -1.17087E-06       -1.36601E-06       -1.56115E-06
              252.647           -348.35E-09        -696.7E-09           -1.04505E-06       -1.3934E-06        -1.74175E-06       -2.0901E-06        -2.43845E-06       -2.7868E-06 
              253.235           -501.555E-09         -1.00311E-06       -1.50466E-06       -2.00622E-06       -2.50777E-06       -3.00933E-06       -3.51088E-06       -4.01244E-06
              253.824           -654.759E-09         -1.30952E-06       -1.96428E-06       -2.61904E-06       -3.2738E-06        -3.92856E-06       -4.58331E-06       -5.23807E-06
              254.412           -807.964E-09         -1.61593E-06       -2.42389E-06       -3.23186E-06       -4.03982E-06       -4.84778E-06       -5.65575E-06       -6.46371E-06
              255.              -961.17E-09          -1.92234E-06       -2.88351E-06       -3.84468E-06       -4.80585E-06       -5.76702E-06       -6.72819E-06       -7.68936E-06
              255.588             -1.11438E-06       -2.22875E-06       -3.34313E-06       -4.45751E-06       -5.57188E-06       -6.68626E-06       -7.80063E-06       -8.91501E-06
              256.176             -1.26758E-06       -2.53516E-06       -3.80275E-06       -5.07033E-06       -6.33791E-06       -7.60549E-06       -8.87307E-06      -10.1407E-06 
              256.765             -1.42079E-06       -2.84157E-06       -4.26236E-06       -5.68314E-06       -7.10393E-06       -8.52471E-06       -9.9455E-06       -11.3663E-06 
              257.353             -1.57399E-06       -3.14798E-06       -4.72197E-06       -6.29595E-06       -7.86994E-06       -9.44393E-06      -11.0179E-06       -12.5919E-06 
              257.941             -1.72719E-06       -3.45439E-06       -5.18158E-06       -6.90877E-06       -8.63597E-06      -10.3632E-06       -12.0904E-06       -13.8175E-06 
              258.529             -1.8804E-06        -3.7608E-06        -5.6412E-06        -7.5216E-06        -9.402E-06        -11.2824E-06       -13.1628E-06       -15.0432E-06 
              259.118             -2.0336E-06        -4.06721E-06       -6.10081E-06       -8.13442E-06      -10.168E-06        -12.2016E-06       -14.2352E-06       -16.2688E-06 
              259.706             -2.18681E-06       -4.37362E-06       -6.56043E-06       -8.74724E-06      -10.934E-06        -13.1209E-06       -15.3077E-06       -17.4945E-06 
              260.294             -2.34002E-06       -4.68003E-06       -7.02005E-06       -9.36006E-06      -11.7001E-06       -14.0401E-06       -16.3801E-06       -18.7201E-06 
              260.882             -2.49322E-06       -4.98644E-06       -7.47966E-06       -9.97288E-06      -12.4661E-06       -14.9593E-06       -17.4525E-06       -19.9458E-06 
              261.471             -2.64643E-06       -5.29285E-06       -7.93928E-06      -10.5857E-06       -13.2321E-06       -15.8786E-06       -18.525E-06        -21.1714E-06 
              262.059             -2.79963E-06       -5.59926E-06       -8.3989E-06       -11.1985E-06       -13.9982E-06       -16.7978E-06       -19.5974E-06       -22.3971E-06 
              262.647             -2.95284E-06       -5.90567E-06       -8.85851E-06      -11.8113E-06       -14.7642E-06       -17.717E-06        -20.6699E-06       -23.6227E-06 
              263.235             -3.10604E-06       -6.21208E-06       -9.31812E-06      -12.4242E-06       -15.5302E-06       -18.6362E-06       -21.7423E-06       -24.8483E-06 
              263.824             -3.25924E-06       -6.51849E-06       -9.77773E-06      -13.037E-06        -16.2962E-06       -19.5555E-06       -22.8147E-06       -26.074E-06  
              264.412             -3.41245E-06       -6.8249E-06       -10.2374E-06       -13.6498E-06       -17.0623E-06       -20.4747E-06       -23.8872E-06       -27.2996E-06 
              265.                -3.56566E-06       -7.13131E-06      -10.697E-06        -14.2626E-06       -17.8283E-06       -21.3939E-06       -24.9596E-06       -28.5252E-06 
              265.588             -3.71886E-06       -7.43772E-06      -11.1566E-06       -14.8754E-06       -18.5943E-06       -22.3132E-06       -26.032E-06        -29.7509E-06 
              266.176             -3.87207E-06       -7.74413E-06      -11.6162E-06       -15.4883E-06       -19.3603E-06       -23.2324E-06       -27.1045E-06       -30.9765E-06 
              266.765             -4.02527E-06       -8.05054E-06      -12.0758E-06       -16.1011E-06       -20.1264E-06       -24.1516E-06       -28.1769E-06       -32.2022E-06 
              267.353             -4.17847E-06       -8.35695E-06      -12.5354E-06       -16.7139E-06       -20.8924E-06       -25.0708E-06       -29.2493E-06       -33.4278E-06 
              267.941             -4.33168E-06       -8.66336E-06      -12.995E-06        -17.3267E-06       -21.6584E-06       -25.9901E-06       -30.3217E-06       -34.6534E-06 
              268.529             -4.48488E-06       -8.96977E-06      -13.4547E-06       -17.9395E-06       -22.4244E-06       -26.9093E-06       -31.3942E-06       -35.8791E-06 
              269.118             -4.63809E-06       -9.27618E-06      -13.9143E-06       -18.5524E-06       -23.1904E-06       -27.8285E-06       -32.4666E-06       -37.1047E-06 
              269.706             -4.79129E-06       -9.58259E-06      -14.3739E-06       -19.1652E-06       -23.9565E-06       -28.7478E-06       -33.5391E-06       -38.3304E-06 
              270.294             -4.9445E-06        -9.889E-06        -14.8335E-06       -19.778E-06        -24.7225E-06       -29.667E-06        -34.6115E-06       -39.556E-06  
              270.882             -5.09771E-06      -10.1954E-06       -15.2931E-06       -20.3908E-06       -25.4885E-06       -30.5862E-06       -35.6839E-06       -40.7816E-06 
              271.471             -5.25091E-06      -10.5018E-06       -15.7527E-06       -21.0036E-06       -26.2546E-06       -31.5055E-06       -36.7564E-06       -42.0073E-06 
              272.059             -5.40412E-06      -10.8082E-06       -16.2123E-06       -21.6165E-06       -27.0206E-06       -32.4247E-06       -37.8288E-06       -43.2329E-06 
              272.647             -5.55732E-06      -11.1146E-06       -16.672E-06        -22.2293E-06       -27.7866E-06       -33.3439E-06       -38.9013E-06       -44.4586E-06 
              273.235             -5.71053E-06      -11.4211E-06       -17.1316E-06       -22.8421E-06       -28.5526E-06       -34.2631E-06       -39.9737E-06       -45.6842E-06 
              273.824             -5.86373E-06      -11.7275E-06       -17.5912E-06       -23.4549E-06       -29.3186E-06       -35.1824E-06       -41.0461E-06       -46.9098E-06 
              274.412             -6.01694E-06      -12.0339E-06       -18.0508E-06       -24.0677E-06       -30.0847E-06       -36.1016E-06       -42.1186E-06       -48.1355E-06 
              275.                -6.17014E-06      -12.3403E-06       -18.5104E-06       -24.6806E-06       -30.8507E-06       -37.0208E-06       -43.191E-06        -49.3611E-06 
              275.588             -6.32335E-06      -12.6467E-06       -18.97E-06         -25.2934E-06       -31.6167E-06       -37.9401E-06       -44.2634E-06       -50.5868E-06 
              276.176             -6.47655E-06      -12.9531E-06       -19.4297E-06       -25.9062E-06       -32.3828E-06       -38.8593E-06       -45.3359E-06       -51.8124E-06 
              276.765             -6.62976E-06      -13.2595E-06       -19.8893E-06       -26.519E-06        -33.1488E-06       -39.7785E-06       -46.4083E-06       -53.0381E-06 
              277.353             -6.78296E-06      -13.5659E-06       -20.3489E-06       -27.1318E-06       -33.9148E-06       -40.6978E-06       -47.4807E-06       -54.2637E-06 
              277.941             -6.93616E-06      -13.8723E-06       -20.8085E-06       -27.7447E-06       -34.6808E-06       -41.617E-06        -48.5532E-06       -55.4893E-06 
              278.529             -7.08937E-06      -14.1787E-06       -21.2681E-06       -28.3575E-06       -35.4469E-06       -42.5362E-06       -49.6256E-06       -56.715E-06  
              279.118             -7.24258E-06      -14.4852E-06       -21.7277E-06       -28.9703E-06       -36.2129E-06       -43.4555E-06       -50.698E-06        -57.9406E-06 
              279.706             -7.39578E-06      -14.7916E-06       -22.1873E-06       -29.5831E-06       -36.9789E-06       -44.3747E-06       -51.7705E-06       -59.1662E-06 
              280.294             -7.54899E-06      -15.098E-06        -22.647E-06        -30.1959E-06       -37.7449E-06       -45.2939E-06       -52.8429E-06       -60.3919E-06 
              280.882             -7.70219E-06      -15.4044E-06       -23.1066E-06       -30.8088E-06       -38.511E-06        -46.2132E-06       -53.9153E-06       -61.6175E-06 
              281.471             -7.8554E-06       -15.7108E-06       -23.5662E-06       -31.4216E-06       -39.277E-06        -47.1324E-06       -54.9878E-06       -62.8432E-06 
              282.059             -8.0086E-06       -16.0172E-06       -24.0258E-06       -32.0344E-06       -40.043E-06        -48.0516E-06       -56.0602E-06       -64.0688E-06 
              282.647             -8.16181E-06      -16.3236E-06       -24.4854E-06       -32.6472E-06       -40.809E-06        -48.9708E-06       -57.1327E-06       -65.2945E-06 
              283.235             -8.31501E-06      -16.63E-06         -24.945E-06        -33.26E-06         -41.5751E-06       -49.8901E-06       -58.2051E-06       -66.5201E-06 
              283.824             -8.46821E-06      -16.9364E-06       -25.4046E-06       -33.8729E-06       -42.3411E-06       -50.8093E-06       -59.2775E-06       -67.7457E-06 
              284.412             -8.62142E-06      -17.2428E-06       -25.8643E-06       -34.4857E-06       -43.1071E-06       -51.7285E-06       -60.3499E-06       -68.9714E-06 
              285.                -8.77463E-06      -17.5493E-06       -26.3239E-06       -35.0985E-06       -43.8731E-06       -52.6478E-06       -61.4224E-06       -70.197E-06  
              285.588             -8.92783E-06      -17.8557E-06       -26.7835E-06       -35.7113E-06       -44.6392E-06       -53.567E-06        -62.4948E-06       -71.4227E-06 
              286.176             -9.08104E-06      -18.1621E-06       -27.2431E-06       -36.3241E-06       -45.4052E-06       -54.4862E-06       -63.5673E-06       -72.6483E-06 
              286.765             -9.23424E-06      -18.4685E-06       -27.7027E-06       -36.937E-06        -46.1712E-06       -55.4055E-06       -64.6397E-06       -73.8739E-06 
              287.353             -9.38744E-06      -18.7749E-06       -28.1623E-06       -37.5498E-06       -46.9372E-06       -56.3247E-06       -65.7121E-06       -75.0996E-06 
              287.941             -9.54065E-06      -19.0813E-06       -28.622E-06        -38.1626E-06       -47.7032E-06       -57.2439E-06       -66.7845E-06       -76.3252E-06 
              288.529             -9.69386E-06      -19.3877E-06       -29.0816E-06       -38.7754E-06       -48.4693E-06       -58.1631E-06       -67.857E-06        -77.5508E-06 
              289.118             -9.84706E-06      -19.6941E-06       -29.5412E-06       -39.3882E-06       -49.2353E-06       -59.0824E-06       -68.9294E-06       -78.7765E-06 
              289.706            -10.0003E-06       -20.0005E-06       -30.0008E-06       -40.0011E-06       -50.0013E-06       -60.0016E-06       -70.0019E-06       -80.0021E-06 
              290.294            -10.1535E-06       -20.3069E-06       -30.4604E-06       -40.6139E-06       -50.7674E-06       -60.9208E-06       -71.0743E-06       -81.2278E-06 
              290.882            -10.3067E-06       -20.6134E-06       -30.92E-06         -41.2267E-06       -51.5334E-06       -61.8401E-06       -72.1467E-06       -82.4534E-06 
              291.471            -10.4599E-06       -20.9198E-06       -31.3796E-06       -41.8395E-06       -52.2994E-06       -62.7593E-06       -73.2192E-06       -83.6791E-06 
              292.059            -10.6131E-06       -21.2262E-06       -31.8393E-06       -42.4524E-06       -53.0654E-06       -63.6785E-06       -74.2916E-06       -84.9047E-06 
              292.647            -10.7663E-06       -21.5326E-06       -32.2989E-06       -43.0652E-06       -53.8315E-06       -64.5978E-06       -75.364E-06        -86.1303E-06 
              293.235            -10.9195E-06       -21.839E-06        -32.7585E-06       -43.678E-06        -54.5975E-06       -65.517E-06        -76.4365E-06       -87.356E-06  
              293.824            -11.0727E-06       -22.1454E-06       -33.2181E-06       -44.2908E-06       -55.3635E-06       -66.4362E-06       -77.5089E-06       -88.5816E-06 
              294.412            -11.2259E-06       -22.4518E-06       -33.6777E-06       -44.9036E-06       -56.1295E-06       -67.3554E-06       -78.5814E-06       -89.8073E-06 
              295.               -11.3791E-06       -22.7582E-06       -34.1373E-06       -45.5164E-06       -56.8956E-06       -68.2747E-06       -79.6538E-06       -91.0329E-06 
              295.588            -11.5323E-06       -23.0646E-06       -34.597E-06        -46.1293E-06       -57.6616E-06       -69.1939E-06       -80.7262E-06       -92.2585E-06 
              296.176            -11.6855E-06       -23.371E-06        -35.0566E-06       -46.7421E-06       -58.4276E-06       -70.1131E-06       -81.7987E-06       -93.4842E-06 
              296.765            -11.8387E-06       -23.6775E-06       -35.5162E-06       -47.3549E-06       -59.1936E-06       -71.0324E-06       -82.8711E-06       -94.7098E-06 
              297.353            -11.9919E-06       -23.9839E-06       -35.9758E-06       -47.9677E-06       -59.9597E-06       -71.9516E-06       -83.9435E-06       -95.9354E-06 
              297.941            -12.1451E-06       -24.2903E-06       -36.4354E-06       -48.5805E-06       -60.7257E-06       -72.8708E-06       -85.0159E-06       -97.1611E-06 
              298.529            -12.2983E-06       -24.5967E-06       -36.895E-06        -49.1934E-06       -61.4917E-06       -73.7901E-06       -86.0884E-06       -98.3867E-06 
              299.118            -12.4515E-06       -24.9031E-06       -37.3546E-06       -49.8062E-06       -62.2577E-06       -74.7093E-06       -87.1608E-06       -99.6124E-06 
              299.706            -12.6048E-06       -25.2095E-06       -37.8143E-06       -50.419E-06        -63.0238E-06       -75.6285E-06       -88.2333E-06      -100.838E-06  
              300.294            -12.758E-06        -25.5159E-06       -38.2739E-06       -51.0318E-06       -63.7898E-06       -76.5477E-06       -89.3057E-06      -102.064E-06  
              300.882            -12.9112E-06       -25.8223E-06       -38.7335E-06       -51.6447E-06       -64.5558E-06       -77.467E-06        -90.3781E-06      -103.289E-06  
              301.471            -13.0644E-06       -26.1287E-06       -39.1931E-06       -52.2575E-06       -65.3218E-06       -78.3862E-06       -91.4506E-06      -104.515E-06  
              302.059            -13.2176E-06       -26.4351E-06       -39.6527E-06       -52.8703E-06       -66.0879E-06       -79.3055E-06       -92.523E-06       -105.741E-06  
              302.647            -13.3708E-06       -26.7416E-06       -40.1123E-06       -53.4831E-06       -66.8539E-06       -80.2247E-06       -93.5955E-06      -106.966E-06  
              303.235            -13.524E-06        -27.048E-06        -40.5719E-06       -54.0959E-06       -67.6199E-06       -81.1439E-06       -94.6679E-06      -108.192E-06  
              303.824            -13.6772E-06       -27.3544E-06       -41.0316E-06       -54.7087E-06       -68.3859E-06       -82.0631E-06       -95.7403E-06      -109.417E-06  
              304.412            -13.8304E-06       -27.6608E-06       -41.4912E-06       -55.3216E-06       -69.152E-06        -82.9824E-06       -96.8127E-06      -110.643E-06  
              305.               -13.9836E-06       -27.9672E-06       -41.9508E-06       -55.9344E-06       -69.918E-06        -83.9016E-06       -97.8852E-06      -111.869E-06  
              305.588            -14.1368E-06       -28.2736E-06       -42.4104E-06       -56.5472E-06       -70.684E-06        -84.8208E-06       -98.9576E-06      -113.094E-06  
              306.176            -14.29E-06         -28.58E-06         -42.87E-06         -57.16E-06         -71.4501E-06       -85.7401E-06      -100.03E-06        -114.32E-06   
              306.765            -14.4432E-06       -28.8864E-06       -43.3296E-06       -57.7729E-06       -72.2161E-06       -86.6593E-06      -101.102E-06       -115.546E-06  
              307.353            -14.5964E-06       -29.1928E-06       -43.7892E-06       -58.3857E-06       -72.9821E-06       -87.5785E-06      -102.175E-06       -116.771E-06  
              307.941            -14.7496E-06       -29.4992E-06       -44.2489E-06       -58.9985E-06       -73.7481E-06       -88.4977E-06      -103.247E-06       -117.997E-06  
              308.529            -14.9028E-06       -29.8057E-06       -44.7085E-06       -59.6113E-06       -74.5141E-06       -89.417E-06       -104.32E-06        -119.223E-06  
              309.118            -15.056E-06        -30.1121E-06       -45.1681E-06       -60.2241E-06       -75.2802E-06       -90.3362E-06      -105.392E-06       -120.448E-06  
              309.706            -15.2092E-06       -30.4185E-06       -45.6277E-06       -60.837E-06        -76.0462E-06       -91.2554E-06      -106.465E-06       -121.674E-06  
              310.294            -15.3624E-06       -30.7249E-06       -46.0873E-06       -61.4498E-06       -76.8122E-06       -92.1747E-06      -107.537E-06       -122.9E-06    
              310.882            -15.5156E-06       -31.0313E-06       -46.5469E-06       -62.0626E-06       -77.5782E-06       -93.0939E-06      -108.61E-06        -124.125E-06  
              311.471            -15.6689E-06       -31.3377E-06       -47.0066E-06       -62.6754E-06       -78.3443E-06       -94.0131E-06      -109.682E-06       -125.351E-06  
              312.059            -15.8221E-06       -31.6441E-06       -47.4662E-06       -63.2882E-06       -79.1103E-06       -94.9324E-06      -110.754E-06       -126.576E-06  
              312.647            -15.9753E-06       -31.9505E-06       -47.9258E-06       -63.9011E-06       -79.8763E-06       -95.8516E-06      -111.827E-06       -127.802E-06  
              313.235            -16.1285E-06       -32.2569E-06       -48.3854E-06       -64.5139E-06       -80.6423E-06       -96.7708E-06      -112.899E-06       -129.028E-06  
              313.824            -16.2817E-06       -32.5633E-06       -48.845E-06        -65.1267E-06       -81.4084E-06       -97.69E-06        -113.972E-06       -130.253E-06  
              314.412            -16.4349E-06       -32.8698E-06       -49.3046E-06       -65.7395E-06       -82.1744E-06       -98.6093E-06      -115.044E-06       -131.479E-06  
              315.               -16.5881E-06       -33.1762E-06       -49.7642E-06       -66.3523E-06       -82.9404E-06       -99.5285E-06      -116.117E-06       -132.705E-06  
              315.588            -16.7413E-06       -33.4826E-06       -50.2239E-06       -66.9651E-06       -83.7064E-06      -100.448E-06       -117.189E-06       -133.93E-06   
              316.176            -16.8945E-06       -33.789E-06        -50.6835E-06       -67.578E-06        -84.4725E-06      -101.367E-06       -118.261E-06       -135.156E-06  
              316.765            -17.0477E-06       -34.0954E-06       -51.1431E-06       -68.1908E-06       -85.2385E-06      -102.286E-06       -119.334E-06       -136.382E-06  
              317.353            -17.2009E-06       -34.4018E-06       -51.6027E-06       -68.8036E-06       -86.0045E-06      -103.205E-06       -120.406E-06       -137.607E-06  
              317.941            -17.3541E-06       -34.7082E-06       -52.0623E-06       -69.4164E-06       -86.7705E-06      -104.125E-06       -121.479E-06       -138.833E-06  
              318.529            -17.5073E-06       -35.0146E-06       -52.5219E-06       -70.0293E-06       -87.5366E-06      -105.044E-06       -122.551E-06       -140.059E-06  
              319.118            -17.6605E-06       -35.321E-06        -52.9816E-06       -70.6421E-06       -88.3026E-06      -105.963E-06       -123.624E-06       -141.284E-06  
              319.706            -17.8137E-06       -35.6274E-06       -53.4412E-06       -71.2549E-06       -89.0686E-06      -106.882E-06       -124.696E-06       -142.51E-06   
              320.294            -17.9669E-06       -35.9339E-06       -53.9008E-06       -71.8677E-06       -89.8346E-06      -107.802E-06       -125.769E-06       -143.735E-06  
              320.882            -18.1201E-06       -36.2403E-06       -54.3604E-06       -72.4805E-06       -90.6007E-06      -108.721E-06       -126.841E-06       -144.961E-06  
              321.471            -18.2733E-06       -36.5467E-06       -54.82E-06         -73.0934E-06       -91.3667E-06      -109.64E-06        -127.913E-06       -146.187E-06  
              322.059            -18.4265E-06       -36.8531E-06       -55.2796E-06       -73.7062E-06       -92.1327E-06      -110.559E-06       -128.986E-06       -147.412E-06  
              322.647            -18.5798E-06       -37.1595E-06       -55.7393E-06       -74.319E-06        -92.8988E-06      -111.479E-06       -130.058E-06       -148.638E-06  
              323.235            -18.733E-06        -37.4659E-06       -56.1989E-06       -74.9318E-06       -93.6648E-06      -112.398E-06       -131.131E-06       -149.864E-06  
              323.824            -18.8862E-06       -37.7723E-06       -56.6585E-06       -75.5446E-06       -94.4308E-06      -113.317E-06       -132.203E-06       -151.089E-06  
              324.412            -19.0394E-06       -38.0787E-06       -57.1181E-06       -76.1575E-06       -95.1968E-06      -114.236E-06       -133.276E-06       -152.315E-06  
              325.               -19.1926E-06       -38.3851E-06       -57.5777E-06       -76.7703E-06       -95.9628E-06      -115.155E-06       -134.348E-06       -153.541E-06  
              325.588            -19.3458E-06       -38.6915E-06       -58.0373E-06       -77.3831E-06       -96.7289E-06      -116.075E-06       -135.42E-06        -154.766E-06  
              326.176            -19.499E-06        -38.998E-06        -58.4969E-06       -77.9959E-06       -97.4949E-06      -116.994E-06       -136.493E-06       -155.992E-06  
              326.765            -19.6522E-06       -39.3044E-06       -58.9566E-06       -78.6087E-06       -98.2609E-06      -117.913E-06       -137.565E-06       -157.217E-06  
              327.353            -19.8054E-06       -39.6108E-06       -59.4162E-06       -79.2216E-06       -99.0269E-06      -118.832E-06       -138.638E-06       -158.443E-06  
              327.941            -19.9586E-06       -39.9172E-06       -59.8758E-06       -79.8344E-06       -99.793E-06       -119.752E-06       -139.71E-06        -159.669E-06  
              328.529            -20.1118E-06       -40.2236E-06       -60.3354E-06       -80.4472E-06      -100.559E-06       -120.671E-06       -140.783E-06       -160.894E-06  
              329.118            -20.265E-06        -40.53E-06         -60.795E-06        -81.06E-06        -101.325E-06       -121.59E-06        -141.855E-06       -162.12E-06   
              329.706            -20.4182E-06       -40.8364E-06       -61.2546E-06       -81.6728E-06      -102.091E-06       -122.509E-06       -142.927E-06       -163.346E-06  
              330.294            -20.5714E-06       -41.1428E-06       -61.7142E-06       -82.2857E-06      -102.857E-06       -123.428E-06       -144.E-06          -164.571E-06  
              330.882            -20.7246E-06       -41.4492E-06       -62.1739E-06       -82.8985E-06      -103.623E-06       -124.348E-06       -145.072E-06       -165.797E-06  
              331.471            -20.8778E-06       -41.7556E-06       -62.6335E-06       -83.5113E-06      -104.389E-06       -125.267E-06       -146.145E-06       -167.023E-06  
              332.059            -21.031E-06        -42.0621E-06       -63.0931E-06       -84.1241E-06      -105.155E-06       -126.186E-06       -147.217E-06       -168.248E-06  
              332.647            -21.1842E-06       -42.3685E-06       -63.5527E-06       -84.7369E-06      -105.921E-06       -127.105E-06       -148.29E-06        -169.474E-06  
              333.235            -21.3374E-06       -42.6749E-06       -64.0123E-06       -85.3498E-06      -106.687E-06       -128.025E-06       -149.362E-06       -170.7E-06    
              333.824            -21.4906E-06       -42.9813E-06       -64.4719E-06       -85.9626E-06      -107.453E-06       -128.944E-06       -150.434E-06       -171.925E-06  
              334.412            -21.6438E-06       -43.2877E-06       -64.9315E-06       -86.5754E-06      -108.219E-06       -129.863E-06       -151.507E-06       -173.151E-06  
              335.               -21.7971E-06       -43.5941E-06       -65.3912E-06       -87.1882E-06      -108.985E-06       -130.782E-06       -152.579E-06       -174.376E-06  
              335.588            -21.9503E-06       -43.9005E-06       -65.8508E-06       -87.801E-06       -109.751E-06       -131.702E-06       -153.652E-06       -175.602E-06  
              336.176            -22.1035E-06       -44.2069E-06       -66.3104E-06       -88.4139E-06      -110.517E-06       -132.621E-06       -154.724E-06       -176.828E-06  
              336.765            -22.2567E-06       -44.5133E-06       -66.77E-06         -89.0267E-06      -111.283E-06       -133.54E-06        -155.797E-06       -178.053E-06  
              337.353            -22.4099E-06       -44.8197E-06       -67.2296E-06       -89.6395E-06      -112.049E-06       -134.459E-06       -156.869E-06       -179.279E-06  
              337.941            -22.5631E-06       -45.1262E-06       -67.6892E-06       -90.2523E-06      -112.815E-06       -135.378E-06       -157.942E-06       -180.505E-06  
              338.529            -22.7163E-06       -45.4326E-06       -68.1488E-06       -90.8651E-06      -113.581E-06       -136.298E-06       -159.014E-06       -181.73E-06   
              339.118            -22.8695E-06       -45.739E-06        -68.6085E-06       -91.478E-06       -114.347E-06       -137.217E-06       -160.086E-06       -182.956E-06  
              339.706            -23.0227E-06       -46.0454E-06       -69.0681E-06       -92.0908E-06      -115.113E-06       -138.136E-06       -161.159E-06       -184.182E-06  
              340.294            -23.1759E-06       -46.3518E-06       -69.5277E-06       -92.7036E-06      -115.88E-06        -139.055E-06       -162.231E-06       -185.407E-06  
              340.882            -23.3291E-06       -46.6582E-06       -69.9873E-06       -93.3164E-06      -116.646E-06       -139.975E-06       -163.304E-06       -186.633E-06  
              341.471            -23.4823E-06       -46.9646E-06       -70.4469E-06       -93.9292E-06      -117.412E-06       -140.894E-06       -164.376E-06       -187.858E-06  
              342.059            -23.6355E-06       -47.271E-06        -70.9065E-06       -94.5421E-06      -118.178E-06       -141.813E-06       -165.449E-06       -189.084E-06  
              342.647            -23.7887E-06       -47.5774E-06       -71.3662E-06       -95.1549E-06      -118.944E-06       -142.732E-06       -166.521E-06       -190.31E-06   
              343.235            -23.9419E-06       -47.8839E-06       -71.8258E-06       -95.7677E-06      -119.71E-06        -143.652E-06       -167.593E-06       -191.535E-06  
              343.824            -24.0951E-06       -48.1903E-06       -72.2854E-06       -96.3805E-06      -120.476E-06       -144.571E-06       -168.666E-06       -192.761E-06  
              344.412            -24.2483E-06       -48.4967E-06       -72.745E-06        -96.9933E-06      -121.242E-06       -145.49E-06        -169.738E-06       -193.987E-06  
              345.               -24.4015E-06       -48.8031E-06       -73.2046E-06       -97.6062E-06      -122.008E-06       -146.409E-06       -170.811E-06       -195.212E-06  
              345.588            -24.5547E-06       -49.1095E-06       -73.6642E-06       -98.219E-06       -122.774E-06       -147.328E-06       -171.883E-06       -196.438E-06  
              346.176            -24.708E-06        -49.4159E-06       -74.1239E-06       -98.8318E-06      -123.54E-06        -148.248E-06       -172.956E-06       -197.664E-06  
              346.765            -24.8612E-06       -49.7223E-06       -74.5835E-06       -99.4446E-06      -124.306E-06       -149.167E-06       -174.028E-06       -198.889E-06  
              347.353            -25.0144E-06       -50.0287E-06       -75.0431E-06      -100.057E-06       -125.072E-06       -150.086E-06       -175.101E-06       -200.115E-06  
              347.941            -25.1676E-06       -50.3351E-06       -75.5027E-06      -100.67E-06        -125.838E-06       -151.005E-06       -176.173E-06       -201.34E-06   
              348.529            -25.3208E-06       -50.6415E-06       -75.9623E-06      -101.283E-06       -126.604E-06       -151.925E-06       -177.245E-06       -202.566E-06  
              349.118            -25.474E-06        -50.9479E-06       -76.4219E-06      -101.896E-06       -127.37E-06        -152.844E-06       -178.318E-06       -203.792E-06  
              349.706            -25.6272E-06       -51.2544E-06       -76.8815E-06      -102.509E-06       -128.136E-06       -153.763E-06       -179.39E-06        -205.017E-06  
