X	E33_3D40N1F	E33_3D40N2F	E33_3D40N3F	E33_3D40N4F	E33_3D40N5F
403.824	NoValue	NoValue	NoValue	NoValue	-3.18E-04
403.998	NoValue	NoValue	NoValue	-3.05E-04	NoValue
404.288	NoValue	NoValue	-2.87E-04	NoValue	NoValue
404.412	NoValue	NoValue	NoValue	NoValue	-3.19E-04
404.598	NoValue	-2.55E-04	NoValue	NoValue	NoValue
404.733	NoValue	NoValue	NoValue	-3.07E-04	NoValue
405	NoValue	NoValue	NoValue	NoValue	-3.20E-04
405.267	NoValue	NoValue	-2.88E-04	NoValue	NoValue
405.468	NoValue	NoValue	NoValue	-3.08E-04	NoValue
405.588	NoValue	NoValue	NoValue	NoValue	-3.21E-04
406.071	-3.97E-09	-2.57E-04	NoValue	NoValue	NoValue
406.176	NoValue	NoValue	NoValue	NoValue	-3.23E-04
406.203	NoValue	NoValue	NoValue	-3.10E-04	NoValue
406.246	NoValue	NoValue	-2.90E-04	NoValue	NoValue
406.765	NoValue	NoValue	NoValue	NoValue	-3.24E-04
406.938	NoValue	NoValue	NoValue	-3.11E-04	NoValue
407.226	NoValue	NoValue	-2.92E-04	NoValue	NoValue
407.353	NoValue	NoValue	NoValue	NoValue	-3.25E-04
407.545	NoValue	-2.60E-04	NoValue	NoValue	NoValue
407.673	NoValue	NoValue	NoValue	-3.13E-04	NoValue
407.941	NoValue	NoValue	NoValue	NoValue	-3.26E-04
408.205	NoValue	NoValue	-2.94E-04	NoValue	NoValue
408.408	NoValue	NoValue	NoValue	-3.14E-04	NoValue
408.529	NoValue	NoValue	NoValue	NoValue	-3.28E-04
409.018	4.45E-09	-2.62E-04	NoValue	NoValue	NoValue
409.118	NoValue	NoValue	NoValue	NoValue	-3.29E-04
409.143	NoValue	NoValue	NoValue	-3.16E-04	NoValue
409.184	NoValue	NoValue	-2.96E-04	NoValue	NoValue
409.706	NoValue	NoValue	NoValue	NoValue	-3.30E-04
409.878	NoValue	NoValue	NoValue	-3.17E-04	NoValue
410.163	NoValue	NoValue	-2.98E-04	NoValue	NoValue
410.294	NoValue	NoValue	NoValue	NoValue	-3.31E-04
410.491	NoValue	-2.64E-04	NoValue	NoValue	NoValue
410.612	NoValue	NoValue	NoValue	-3.19E-04	NoValue
410.882	NoValue	NoValue	NoValue	NoValue	-3.32E-04
411.142	NoValue	NoValue	-2.99E-04	NoValue	NoValue
411.347	NoValue	NoValue	NoValue	-3.20E-04	NoValue
411.471	NoValue	NoValue	NoValue	NoValue	-3.34E-04
411.964	-4.99E-09	-2.67E-04	NoValue	NoValue	NoValue
412.059	NoValue	NoValue	NoValue	NoValue	-3.35E-04
412.082	NoValue	NoValue	NoValue	-3.21E-04	NoValue
412.122	NoValue	NoValue	-3.01E-04	NoValue	NoValue
412.647	NoValue	NoValue	NoValue	NoValue	-3.36E-04
412.817	NoValue	NoValue	NoValue	-3.23E-04	NoValue
413.101	NoValue	NoValue	-3.03E-04	NoValue	NoValue
413.235	NoValue	NoValue	NoValue	NoValue	-3.37E-04
413.438	NoValue	-2.69E-04	NoValue	NoValue	NoValue
413.552	NoValue	NoValue	NoValue	-3.24E-04	NoValue
413.824	NoValue	NoValue	NoValue	NoValue	-3.39E-04
414.08	NoValue	NoValue	-3.05E-04	NoValue	NoValue
414.287	NoValue	NoValue	NoValue	-3.26E-04	NoValue
414.412	NoValue	NoValue	NoValue	NoValue	-3.40E-04
414.911	5.59E-09	-2.72E-04	NoValue	NoValue	NoValue
415	NoValue	NoValue	NoValue	NoValue	-3.41E-04
415.022	NoValue	NoValue	NoValue	-3.27E-04	NoValue
415.059	NoValue	NoValue	-3.07E-04	NoValue	NoValue
415.588	NoValue	NoValue	NoValue	NoValue	-3.42E-04
415.757	NoValue	NoValue	NoValue	-3.29E-04	NoValue
416.039	NoValue	NoValue	-3.09E-04	NoValue	NoValue
416.176	NoValue	NoValue	NoValue	NoValue	-3.43E-04
416.384	NoValue	-2.74E-04	NoValue	NoValue	NoValue
416.492	NoValue	NoValue	NoValue	-3.30E-04	NoValue
416.765	NoValue	NoValue	NoValue	NoValue	-3.45E-04
417.018	NoValue	NoValue	-3.10E-04	NoValue	NoValue
417.227	NoValue	NoValue	NoValue	-3.32E-04	NoValue
417.353	NoValue	NoValue	NoValue	NoValue	-3.46E-04
417.857	-6.26E-09	-2.77E-04	NoValue	NoValue	NoValue
417.941	NoValue	NoValue	NoValue	NoValue	-3.47E-04
417.962	NoValue	NoValue	NoValue	-3.33E-04	NoValue
417.997	NoValue	NoValue	-3.12E-04	NoValue	NoValue
418.529	NoValue	NoValue	NoValue	NoValue	-3.48E-04
418.697	NoValue	NoValue	NoValue	-3.35E-04	NoValue
418.976	NoValue	NoValue	-3.14E-04	NoValue	NoValue
419.118	NoValue	NoValue	NoValue	NoValue	-3.50E-04
419.33	NoValue	-2.79E-04	NoValue	NoValue	NoValue
419.432	NoValue	NoValue	NoValue	-3.36E-04	NoValue
419.706	NoValue	NoValue	NoValue	NoValue	-3.51E-04
419.955	NoValue	NoValue	-3.16E-04	NoValue	NoValue
420.167	NoValue	NoValue	NoValue	-3.38E-04	NoValue
420.294	NoValue	NoValue	NoValue	NoValue	-3.52E-04
420.804	7.00E-09	-2.81E-04	NoValue	NoValue	NoValue
420.882	NoValue	NoValue	NoValue	NoValue	-3.53E-04
420.902	NoValue	NoValue	NoValue	-3.39E-04	NoValue
420.935	NoValue	NoValue	-3.18E-04	NoValue	NoValue
421.471	NoValue	NoValue	NoValue	NoValue	-3.54E-04
421.637	NoValue	NoValue	NoValue	-3.40E-04	NoValue
421.914	NoValue	NoValue	-3.20E-04	NoValue	NoValue
422.059	NoValue	NoValue	NoValue	NoValue	-3.56E-04
422.277	NoValue	-2.84E-04	NoValue	NoValue	NoValue
422.372	NoValue	NoValue	NoValue	-3.42E-04	NoValue
422.647	NoValue	NoValue	NoValue	NoValue	-3.57E-04
422.893	NoValue	NoValue	-3.21E-04	NoValue	NoValue
423.107	NoValue	NoValue	NoValue	-3.43E-04	NoValue
423.235	NoValue	NoValue	NoValue	NoValue	-3.58E-04
423.75	-7.87E-09	-2.86E-04	NoValue	NoValue	NoValue
423.824	NoValue	NoValue	NoValue	NoValue	-3.59E-04
423.842	NoValue	NoValue	NoValue	-3.45E-04	NoValue
423.872	NoValue	NoValue	-3.23E-04	NoValue	NoValue
424.412	NoValue	NoValue	NoValue	NoValue	-3.61E-04
424.577	NoValue	NoValue	NoValue	-3.46E-04	NoValue
424.852	NoValue	NoValue	-3.25E-04	NoValue	NoValue
425	NoValue	NoValue	NoValue	NoValue	-3.62E-04
425.223	NoValue	-2.89E-04	NoValue	NoValue	NoValue
425.312	NoValue	NoValue	NoValue	-3.48E-04	NoValue
425.588	NoValue	NoValue	NoValue	NoValue	-3.63E-04
425.831	NoValue	NoValue	-3.27E-04	NoValue	NoValue
426.047	NoValue	NoValue	NoValue	-3.49E-04	NoValue
426.176	NoValue	NoValue	NoValue	NoValue	-3.64E-04
426.696	8.74E-09	-2.91E-04	NoValue	NoValue	NoValue
426.765	NoValue	NoValue	NoValue	NoValue	-3.65E-04
426.782	NoValue	NoValue	NoValue	-3.51E-04	NoValue
426.81	NoValue	NoValue	-3.29E-04	NoValue	NoValue
427.353	NoValue	NoValue	NoValue	NoValue	-3.67E-04
427.517	NoValue	NoValue	NoValue	-3.52E-04	NoValue
427.789	NoValue	NoValue	-3.30E-04	NoValue	NoValue
427.941	NoValue	NoValue	NoValue	NoValue	-3.68E-04
428.17	NoValue	-2.94E-04	NoValue	NoValue	NoValue
428.252	NoValue	NoValue	NoValue	-3.54E-04	NoValue
428.529	NoValue	NoValue	NoValue	NoValue	-3.69E-04
428.769	NoValue	NoValue	-3.32E-04	NoValue	NoValue
428.987	NoValue	NoValue	NoValue	-3.55E-04	NoValue
429.118	NoValue	NoValue	NoValue	NoValue	-3.70E-04
429.643	-9.89E-09	-2.96E-04	NoValue	NoValue	NoValue
429.706	NoValue	NoValue	NoValue	NoValue	-3.71E-04
429.722	NoValue	NoValue	NoValue	-3.56E-04	NoValue
429.748	NoValue	NoValue	-3.34E-04	NoValue	NoValue
430.294	NoValue	NoValue	NoValue	NoValue	-3.73E-04
430.457	NoValue	NoValue	NoValue	-3.58E-04	NoValue
430.727	NoValue	NoValue	-3.36E-04	NoValue	NoValue
430.882	NoValue	NoValue	NoValue	NoValue	-3.74E-04
431.116	NoValue	-2.98E-04	NoValue	NoValue	NoValue
431.192	NoValue	NoValue	NoValue	-3.59E-04	NoValue
431.471	NoValue	NoValue	NoValue	NoValue	-3.75E-04
431.706	NoValue	NoValue	-3.38E-04	NoValue	NoValue
431.927	NoValue	NoValue	NoValue	-3.61E-04	NoValue
432.059	NoValue	NoValue	NoValue	NoValue	-3.76E-04
432.589	1.09E-08	-3.01E-04	NoValue	NoValue	NoValue
432.647	NoValue	NoValue	NoValue	NoValue	-3.77E-04
432.661	NoValue	NoValue	NoValue	-3.62E-04	NoValue
432.685	NoValue	NoValue	-3.39E-04	NoValue	NoValue
433.235	NoValue	NoValue	NoValue	NoValue	-3.78E-04
433.396	NoValue	NoValue	NoValue	-3.63E-04	NoValue
433.665	NoValue	NoValue	-3.41E-04	NoValue	NoValue
433.824	NoValue	NoValue	NoValue	NoValue	-3.80E-04
434.062	NoValue	-3.03E-04	NoValue	NoValue	NoValue
434.131	NoValue	NoValue	NoValue	-3.65E-04	NoValue
434.412	NoValue	NoValue	NoValue	NoValue	-3.81E-04
434.644	NoValue	NoValue	-3.43E-04	NoValue	NoValue
434.866	NoValue	NoValue	NoValue	-3.66E-04	NoValue
435	NoValue	NoValue	NoValue	NoValue	-3.82E-04
435.536	-1.23E-08	-3.05E-04	NoValue	NoValue	NoValue
435.588	NoValue	NoValue	NoValue	NoValue	-3.83E-04
435.601	NoValue	NoValue	NoValue	-3.68E-04	NoValue
435.623	NoValue	NoValue	-3.45E-04	NoValue	NoValue
436.176	NoValue	NoValue	NoValue	NoValue	-3.84E-04
436.336	NoValue	NoValue	NoValue	-3.69E-04	NoValue
436.602	NoValue	NoValue	-3.46E-04	NoValue	NoValue
436.765	NoValue	NoValue	NoValue	NoValue	-3.85E-04
437.009	NoValue	-3.08E-04	NoValue	NoValue	NoValue
437.071	NoValue	NoValue	NoValue	-3.70E-04	NoValue
437.353	NoValue	NoValue	NoValue	NoValue	-3.87E-04
437.582	NoValue	NoValue	-3.48E-04	NoValue	NoValue
437.806	NoValue	NoValue	NoValue	-3.72E-04	NoValue
437.941	NoValue	NoValue	NoValue	NoValue	-3.88E-04
438.482	1.39E-08	-3.10E-04	NoValue	NoValue	NoValue
438.529	NoValue	NoValue	NoValue	NoValue	-3.89E-04
438.541	NoValue	NoValue	NoValue	-3.73E-04	NoValue
438.561	NoValue	NoValue	-3.50E-04	NoValue	NoValue
439.118	NoValue	NoValue	NoValue	NoValue	-3.90E-04
439.276	NoValue	NoValue	NoValue	-3.74E-04	NoValue
439.54	NoValue	NoValue	-3.51E-04	NoValue	NoValue
439.706	NoValue	NoValue	NoValue	NoValue	-3.91E-04
439.955	NoValue	-3.12E-04	NoValue	NoValue	NoValue
440.011	NoValue	NoValue	NoValue	-3.76E-04	NoValue
440.294	NoValue	NoValue	NoValue	NoValue	-3.92E-04
440.519	NoValue	NoValue	-3.53E-04	NoValue	NoValue
440.746	NoValue	NoValue	NoValue	-3.77E-04	NoValue
440.882	NoValue	NoValue	NoValue	NoValue	-3.93E-04
441.429	-1.45E-08	-3.14E-04	NoValue	NoValue	NoValue
441.471	NoValue	NoValue	NoValue	NoValue	-3.94E-04
441.481	NoValue	NoValue	NoValue	-3.78E-04	NoValue
441.499	NoValue	NoValue	-3.54E-04	NoValue	NoValue
442.059	NoValue	NoValue	NoValue	NoValue	-3.95E-04
442.216	NoValue	NoValue	NoValue	-3.80E-04	NoValue
442.478	NoValue	NoValue	-3.56E-04	NoValue	NoValue
442.647	NoValue	NoValue	NoValue	NoValue	-3.96E-04
442.902	NoValue	-3.16E-04	NoValue	NoValue	NoValue
442.951	NoValue	NoValue	NoValue	-3.81E-04	NoValue
443.235	NoValue	NoValue	NoValue	NoValue	-3.97E-04
443.457	NoValue	NoValue	-3.58E-04	NoValue	NoValue
443.686	NoValue	NoValue	NoValue	-3.82E-04	NoValue
443.824	NoValue	NoValue	NoValue	NoValue	-3.98E-04
444.375	1.94E-08	-3.18E-04	NoValue	NoValue	NoValue
444.412	NoValue	NoValue	NoValue	NoValue	-3.99E-04
444.421	NoValue	NoValue	NoValue	-3.83E-04	NoValue
444.436	NoValue	NoValue	-3.59E-04	NoValue	NoValue
445	NoValue	NoValue	NoValue	NoValue	-4.00E-04
445.156	NoValue	NoValue	NoValue	-3.84E-04	NoValue
445.415	NoValue	NoValue	-3.61E-04	NoValue	NoValue
445.588	NoValue	NoValue	NoValue	NoValue	-4.01E-04
445.848	NoValue	-3.20E-04	NoValue	NoValue	NoValue
445.891	NoValue	NoValue	NoValue	-3.86E-04	NoValue
446.176	NoValue	NoValue	NoValue	NoValue	-4.02E-04
446.395	NoValue	NoValue	-3.62E-04	NoValue	NoValue
446.626	NoValue	NoValue	NoValue	-3.87E-04	NoValue
446.765	NoValue	NoValue	NoValue	NoValue	-4.03E-04
447.321	-1.43E-08	-3.22E-04	NoValue	NoValue	NoValue
447.353	NoValue	NoValue	NoValue	NoValue	-4.04E-04
447.361	NoValue	NoValue	NoValue	-3.88E-04	NoValue
447.374	NoValue	NoValue	-3.63E-04	NoValue	NoValue
447.941	NoValue	NoValue	NoValue	NoValue	-4.05E-04
448.096	NoValue	NoValue	NoValue	-3.89E-04	NoValue
448.353	NoValue	NoValue	-3.64E-04	NoValue	NoValue
448.529	NoValue	NoValue	NoValue	NoValue	-4.06E-04
448.795	NoValue	-3.23E-04	NoValue	NoValue	NoValue
448.831	NoValue	NoValue	NoValue	-3.90E-04	NoValue
449.118	NoValue	NoValue	NoValue	NoValue	-4.06E-04
449.332	NoValue	NoValue	-3.66E-04	NoValue	NoValue
449.566	NoValue	NoValue	NoValue	-3.90E-04	NoValue
449.706	NoValue	NoValue	NoValue	NoValue	-4.07E-04
450.268	2.99E-08	-3.25E-04	NoValue	NoValue	NoValue
450.294	NoValue	NoValue	NoValue	NoValue	-4.08E-04
450.301	NoValue	NoValue	NoValue	-3.91E-04	NoValue
450.312	NoValue	NoValue	-3.67E-04	NoValue	NoValue
450.882	NoValue	NoValue	NoValue	NoValue	-4.08E-04
451.036	NoValue	NoValue	NoValue	-3.92E-04	NoValue
451.291	NoValue	NoValue	-3.68E-04	NoValue	NoValue
451.471	NoValue	NoValue	NoValue	NoValue	-4.09E-04
451.741	NoValue	-3.26E-04	NoValue	NoValue	NoValue
451.771	NoValue	NoValue	NoValue	-3.93E-04	NoValue
452.059	NoValue	NoValue	NoValue	NoValue	-4.09E-04
452.27	NoValue	NoValue	-3.68E-04	NoValue	NoValue
452.506	NoValue	NoValue	NoValue	-3.93E-04	NoValue
452.647	NoValue	NoValue	NoValue	NoValue	-4.10E-04
453.214	-1.13E-08	-3.27E-04	NoValue	NoValue	NoValue
453.235	NoValue	NoValue	NoValue	NoValue	-4.10E-04
453.241	NoValue	NoValue	NoValue	-3.94E-04	NoValue
453.249	NoValue	NoValue	-3.69E-04	NoValue	NoValue
453.824	NoValue	NoValue	NoValue	NoValue	-4.11E-04
453.975	NoValue	NoValue	NoValue	-3.94E-04	NoValue
454.228	NoValue	NoValue	-3.69E-04	NoValue	NoValue
454.412	NoValue	NoValue	NoValue	NoValue	-4.11E-04
454.688	NoValue	-3.28E-04	NoValue	NoValue	NoValue
454.71	NoValue	NoValue	NoValue	-3.95E-04	NoValue
455	NoValue	NoValue	NoValue	NoValue	-4.11E-04
455.208	NoValue	NoValue	-3.70E-04	NoValue	NoValue
455.445	NoValue	NoValue	NoValue	-3.95E-04	NoValue
455.588	NoValue	NoValue	NoValue	NoValue	-4.12E-04
456.161	3.91E-08	-3.29E-04	NoValue	NoValue	NoValue
456.176	NoValue	NoValue	NoValue	NoValue	-4.12E-04
456.18	NoValue	NoValue	NoValue	-3.95E-04	NoValue
456.187	NoValue	NoValue	-3.70E-04	NoValue	NoValue
456.765	NoValue	NoValue	NoValue	NoValue	-4.12E-04
456.915	NoValue	NoValue	NoValue	-3.96E-04	NoValue
457.166	NoValue	NoValue	-3.71E-04	NoValue	NoValue
457.353	NoValue	NoValue	NoValue	NoValue	-4.12E-04
457.634	NoValue	-3.28E-04	NoValue	NoValue	NoValue
457.65	NoValue	NoValue	NoValue	-3.96E-04	NoValue
457.941	NoValue	NoValue	NoValue	NoValue	-4.13E-04
458.145	NoValue	NoValue	-3.71E-04	NoValue	NoValue
458.385	NoValue	NoValue	NoValue	-3.96E-04	NoValue
458.529	NoValue	NoValue	NoValue	NoValue	-4.14E-04
459.107	-5.90E-08	-3.31E-04	NoValue	NoValue	NoValue
459.118	NoValue	NoValue	NoValue	NoValue	-4.15E-04
459.12	NoValue	NoValue	NoValue	-3.98E-04	NoValue
459.125	NoValue	NoValue	-3.73E-04	NoValue	NoValue
459.706	NoValue	NoValue	NoValue	NoValue	-4.16E-04
459.855	NoValue	NoValue	NoValue	-3.99E-04	NoValue
460.104	NoValue	NoValue	-3.74E-04	NoValue	NoValue
460.294	NoValue	NoValue	NoValue	NoValue	-4.19E-04
460.58	NoValue	-3.32E-04	NoValue	NoValue	NoValue
460.59	NoValue	NoValue	NoValue	-4.03E-04	NoValue
460.882	NoValue	NoValue	NoValue	NoValue	-4.20E-04
461.083	NoValue	NoValue	-3.81E-04	NoValue	NoValue
461.325	NoValue	NoValue	NoValue	-4.05E-04	NoValue
461.471	NoValue	NoValue	NoValue	NoValue	-4.25E-04
462.054	-2.04E-08	-3.44E-04	NoValue	NoValue	NoValue
462.059	NoValue	NoValue	NoValue	NoValue	-4.28E-04
462.06	NoValue	NoValue	NoValue	-4.13E-04	NoValue
462.062	NoValue	NoValue	-3.84E-04	NoValue	NoValue
462.647	NoValue	NoValue	NoValue	NoValue	-4.35E-04
462.795	NoValue	NoValue	NoValue	-4.17E-04	NoValue
463.042	NoValue	NoValue	-3.96E-04	NoValue	NoValue
463.235	NoValue	NoValue	NoValue	NoValue	-4.38E-04
463.527	NoValue	-3.56E-04	NoValue	NoValue	NoValue
463.53	NoValue	NoValue	NoValue	-4.28E-04	NoValue
463.824	NoValue	NoValue	NoValue	NoValue	-4.51E-04
464.021	NoValue	NoValue	-4.06E-04	NoValue	NoValue
464.265	NoValue	NoValue	NoValue	-4.37E-04	NoValue
464.412	NoValue	NoValue	NoValue	NoValue	-4.60E-04
465	6.04E-07	-3.46E-04	-3.95E-04	-4.24E-04	-4.43E-04
465.588	NoValue	NoValue	NoValue	NoValue	-4.57E-04
465.733	NoValue	NoValue	NoValue	-4.35E-04	NoValue
465.982	NoValue	NoValue	-4.03E-04	NoValue	NoValue
466.176	NoValue	NoValue	NoValue	NoValue	-4.47E-04
466.467	NoValue	-3.53E-04	NoValue	-4.25E-04	NoValue
466.765	NoValue	NoValue	NoValue	NoValue	-4.34E-04
466.964	NoValue	NoValue	-3.92E-04	NoValue	NoValue
467.2	NoValue	NoValue	NoValue	-4.12E-04	NoValue
467.353	NoValue	NoValue	NoValue	NoValue	-4.30E-04
467.933	NoValue	-3.39E-04	NoValue	-4.07E-04	NoValue
467.941	NoValue	NoValue	NoValue	NoValue	-4.21E-04
467.946	NoValue	NoValue	-3.79E-04	NoValue	NoValue
467.973	-2.03E-08	NoValue	NoValue	NoValue	NoValue
468.529	NoValue	NoValue	NoValue	NoValue	-4.18E-04
468.667	NoValue	NoValue	NoValue	-3.98E-04	NoValue
468.929	NoValue	NoValue	-3.73E-04	NoValue	NoValue
469.118	NoValue	NoValue	NoValue	NoValue	-4.12E-04
469.4	NoValue	-3.25E-04	NoValue	-3.95E-04	NoValue
469.706	NoValue	NoValue	NoValue	NoValue	-4.09E-04
469.911	NoValue	NoValue	-3.65E-04	NoValue	NoValue
470.133	NoValue	NoValue	NoValue	-3.89E-04	NoValue
470.294	NoValue	NoValue	NoValue	NoValue	-4.05E-04
470.867	NoValue	-3.22E-04	NoValue	-3.87E-04	NoValue
470.882	NoValue	NoValue	NoValue	NoValue	-4.03E-04
470.893	NoValue	NoValue	-3.63E-04	NoValue	NoValue
470.946	-5.80E-08	NoValue	NoValue	NoValue	NoValue
471.471	NoValue	NoValue	NoValue	NoValue	-4.01E-04
471.6	NoValue	NoValue	NoValue	-3.84E-04	NoValue
471.875	NoValue	NoValue	-3.59E-04	NoValue	NoValue
472.059	NoValue	NoValue	NoValue	NoValue	-3.99E-04
472.333	NoValue	-3.16E-04	NoValue	-3.82E-04	NoValue
472.647	NoValue	NoValue	NoValue	NoValue	-3.97E-04
472.857	NoValue	NoValue	-3.57E-04	NoValue	NoValue
473.067	NoValue	NoValue	NoValue	-3.80E-04	NoValue
473.235	NoValue	NoValue	NoValue	NoValue	-3.96E-04
473.8	NoValue	-3.15E-04	NoValue	-3.79E-04	NoValue
473.824	NoValue	NoValue	NoValue	NoValue	-3.94E-04
473.839	NoValue	NoValue	-3.54E-04	NoValue	NoValue
473.919	3.90E-08	NoValue	NoValue	NoValue	NoValue
474.412	NoValue	NoValue	NoValue	NoValue	-3.93E-04
474.533	NoValue	NoValue	NoValue	-3.77E-04	NoValue
474.821	NoValue	NoValue	-3.53E-04	NoValue	NoValue
475	NoValue	NoValue	NoValue	NoValue	-3.92E-04
475.267	NoValue	-3.11E-04	NoValue	-3.75E-04	NoValue
475.588	NoValue	NoValue	NoValue	NoValue	-3.90E-04
475.804	NoValue	NoValue	-3.50E-04	NoValue	NoValue
476	NoValue	NoValue	NoValue	-3.73E-04	NoValue
476.176	NoValue	NoValue	NoValue	NoValue	-3.89E-04
476.733	NoValue	-3.09E-04	NoValue	-3.72E-04	NoValue
476.765	NoValue	NoValue	NoValue	NoValue	-3.87E-04
476.786	NoValue	NoValue	-3.48E-04	NoValue	NoValue
476.892	-1.07E-08	NoValue	NoValue	NoValue	NoValue
477.353	NoValue	NoValue	NoValue	NoValue	-3.86E-04
477.467	NoValue	NoValue	NoValue	-3.70E-04	NoValue
477.768	NoValue	NoValue	-3.46E-04	NoValue	NoValue
477.941	NoValue	NoValue	NoValue	NoValue	-3.84E-04
478.2	NoValue	-3.05E-04	NoValue	-3.68E-04	NoValue
478.529	NoValue	NoValue	NoValue	NoValue	-3.82E-04
478.75	NoValue	NoValue	-3.43E-04	NoValue	NoValue
478.933	NoValue	NoValue	NoValue	-3.66E-04	NoValue
479.118	NoValue	NoValue	NoValue	NoValue	-3.81E-04
479.667	NoValue	-3.02E-04	NoValue	-3.64E-04	NoValue
479.706	NoValue	NoValue	NoValue	NoValue	-3.79E-04
479.732	NoValue	NoValue	-3.40E-04	NoValue	NoValue
479.865	2.88E-08	NoValue	NoValue	NoValue	NoValue
480.294	NoValue	NoValue	NoValue	NoValue	-3.77E-04
480.4	NoValue	NoValue	NoValue	-3.61E-04	NoValue
480.714	NoValue	NoValue	-3.38E-04	NoValue	NoValue
480.882	NoValue	NoValue	NoValue	NoValue	-3.75E-04
481.133	NoValue	-2.98E-04	NoValue	-3.59E-04	NoValue
481.471	NoValue	NoValue	NoValue	NoValue	-3.73E-04
481.696	NoValue	NoValue	-3.35E-04	NoValue	NoValue
481.867	NoValue	NoValue	NoValue	-3.57E-04	NoValue
482.059	NoValue	NoValue	NoValue	NoValue	-3.71E-04
482.6	NoValue	-2.94E-04	NoValue	-3.55E-04	NoValue
482.647	NoValue	NoValue	NoValue	NoValue	-3.69E-04
482.679	NoValue	NoValue	-3.32E-04	NoValue	NoValue
482.838	-1.33E-08	NoValue	NoValue	NoValue	NoValue
483.235	NoValue	NoValue	NoValue	NoValue	-3.67E-04
483.333	NoValue	NoValue	NoValue	-3.52E-04	NoValue
483.661	NoValue	NoValue	-3.29E-04	NoValue	NoValue
483.824	NoValue	NoValue	NoValue	NoValue	-3.65E-04
484.067	NoValue	-2.90E-04	NoValue	-3.50E-04	NoValue
484.412	NoValue	NoValue	NoValue	NoValue	-3.63E-04
484.643	NoValue	NoValue	-3.26E-04	NoValue	NoValue
484.8	NoValue	NoValue	NoValue	-3.47E-04	NoValue
485	NoValue	NoValue	NoValue	NoValue	-3.61E-04
485.533	NoValue	-2.86E-04	NoValue	-3.45E-04	NoValue
485.588	NoValue	NoValue	NoValue	NoValue	-3.59E-04
485.625	NoValue	NoValue	-3.22E-04	NoValue	NoValue
485.811	1.79E-08	NoValue	NoValue	NoValue	NoValue
486.176	NoValue	NoValue	NoValue	NoValue	-3.57E-04
486.267	NoValue	NoValue	NoValue	-3.42E-04	NoValue
486.607	NoValue	NoValue	-3.19E-04	NoValue	NoValue
486.765	NoValue	NoValue	NoValue	NoValue	-3.55E-04
487	NoValue	-2.82E-04	NoValue	-3.39E-04	NoValue
487.353	NoValue	NoValue	NoValue	NoValue	-3.52E-04
487.589	NoValue	NoValue	-3.16E-04	NoValue	NoValue
487.733	NoValue	NoValue	NoValue	-3.37E-04	NoValue
487.941	NoValue	NoValue	NoValue	NoValue	-3.50E-04
488.467	NoValue	-2.78E-04	NoValue	-3.34E-04	NoValue
488.529	NoValue	NoValue	NoValue	NoValue	-3.48E-04
488.571	NoValue	NoValue	-3.13E-04	NoValue	NoValue
488.784	-1.30E-08	NoValue	NoValue	NoValue	NoValue
489.118	NoValue	NoValue	NoValue	NoValue	-3.46E-04
489.2	NoValue	NoValue	NoValue	-3.32E-04	NoValue
489.554	NoValue	NoValue	-3.09E-04	NoValue	NoValue
489.706	NoValue	NoValue	NoValue	NoValue	-3.44E-04
489.933	NoValue	-2.73E-04	NoValue	-3.29E-04	NoValue
490.294	NoValue	NoValue	NoValue	NoValue	-3.41E-04
490.536	NoValue	NoValue	-3.06E-04	NoValue	NoValue
490.667	NoValue	NoValue	NoValue	-3.26E-04	NoValue
490.882	NoValue	NoValue	NoValue	NoValue	-3.39E-04
491.4	NoValue	-2.69E-04	NoValue	-3.23E-04	NoValue
491.471	NoValue	NoValue	NoValue	NoValue	-3.37E-04
491.518	NoValue	NoValue	-3.03E-04	NoValue	NoValue
491.757	1.20E-08	NoValue	NoValue	NoValue	NoValue
492.059	NoValue	NoValue	NoValue	NoValue	-3.35E-04
492.133	NoValue	NoValue	NoValue	-3.21E-04	NoValue
492.5	NoValue	NoValue	-2.99E-04	NoValue	NoValue
492.647	NoValue	NoValue	NoValue	NoValue	-3.32E-04
492.867	NoValue	-2.64E-04	NoValue	-3.18E-04	NoValue
493.235	NoValue	NoValue	NoValue	NoValue	-3.30E-04
493.482	NoValue	NoValue	-2.96E-04	NoValue	NoValue
493.6	NoValue	NoValue	NoValue	-3.15E-04	NoValue
493.824	NoValue	NoValue	NoValue	NoValue	-3.28E-04
494.333	NoValue	-2.60E-04	NoValue	-3.13E-04	NoValue
494.412	NoValue	NoValue	NoValue	NoValue	-3.25E-04
494.464	NoValue	NoValue	-2.92E-04	NoValue	NoValue
494.73	-1.02E-08	NoValue	NoValue	NoValue	NoValue
495	NoValue	NoValue	NoValue	NoValue	-3.23E-04
495.067	NoValue	NoValue	NoValue	-3.10E-04	NoValue
495.446	NoValue	NoValue	-2.89E-04	NoValue	NoValue
495.588	NoValue	NoValue	NoValue	NoValue	-3.21E-04
495.8	NoValue	-2.55E-04	NoValue	-3.07E-04	NoValue
496.176	NoValue	NoValue	NoValue	NoValue	-3.18E-04
496.429	NoValue	NoValue	-2.85E-04	NoValue	NoValue
496.533	NoValue	NoValue	NoValue	-3.04E-04	NoValue
496.765	NoValue	NoValue	NoValue	NoValue	-3.16E-04
497.267	NoValue	-2.50E-04	NoValue	-3.01E-04	NoValue
497.353	NoValue	NoValue	NoValue	NoValue	-3.14E-04
