
                  X             E33_3D40N1F        E33_3D40N2F        E33_3D40N3F        E33_3D40N4F        E33_3D40N5F   
              214.554              1.14972E-09       61.0795E-06        68.8668E-06        73.5026E-06        76.5841E-06 
              215.               820.213E-12         60.3376E-06        68.0304E-06        72.61E-06          75.654E-06  
              215.111            738.02E-12          60.1525E-06        67.8218E-06        72.3873E-06        75.4219E-06 
              215.297            601.193E-12         59.8444E-06        67.4745E-06        72.0166E-06        75.0357E-06 
              215.588            386.036E-12         59.36E-06          66.9284E-06        71.4337E-06        74.4283E-06 
              215.846            195.543E-12         58.931E-06         66.4449E-06        70.9176E-06        73.8906E-06 
              216.027             62.3542E-12        58.6312E-06        66.1069E-06        70.5568E-06        73.5146E-06 
              216.176            -48.1301E-12        58.3826E-06        65.8265E-06        70.2575E-06        73.2027E-06 
              216.276           -121.572E-12         58.2174E-06        65.6401E-06        70.0585E-06        72.9954E-06 
              216.581           -346.933E-12         57.7104E-06        65.0681E-06        69.448E-06         72.3592E-06 
              216.765           -482.307E-12         57.4058E-06        64.7245E-06        69.0812E-06        71.9771E-06 
              217.255           -844.326E-12         56.5914E-06        63.8056E-06        68.1004E-06        70.9551E-06 
              217.316           -889.399E-12         56.49E-06          63.6912E-06        67.9783E-06        70.8279E-06 
              217.353           -916.473E-12         56.429E-06         63.6225E-06        67.9049E-06        70.7515E-06 
              217.5               -1.02502E-09       56.1848E-06        63.347E-06         67.6109E-06        70.4451E-06 
              217.941           -734.712E-12         55.4517E-06        62.5205E-06        66.7287E-06        69.5258E-06 
              218.051           -662.298E-12         55.2688E-06        62.3143E-06        66.5086E-06        69.2965E-06 
              218.234           -541.749E-12         54.9644E-06        61.9711E-06        66.1423E-06        68.9149E-06 
              218.529           -347.631E-12         54.4742E-06        61.4185E-06        65.5524E-06        68.3002E-06 
              218.786           -178.666E-12         54.0475E-06        60.9374E-06        65.0389E-06        67.7652E-06 
              218.973            -55.5963E-12        53.7367E-06        60.5871E-06        64.665E-06         67.3755E-06 
              219.118             39.4393E-12        53.4969E-06        60.3165E-06        64.3762E-06        67.0746E-06 
              219.214            102.616E-12         53.3374E-06        60.1366E-06        64.1842E-06        66.8745E-06 
              219.521            304.967E-12         52.8268E-06        59.5606E-06        63.5693E-06        66.2338E-06 
              219.706            426.52E-12          52.52E-06          59.2145E-06        63.1999E-06        65.849E-06  
              220.193            746.971E-12         51.7113E-06        58.3022E-06        62.2261E-06        64.8343E-06 
              220.256            788.59E-12          51.6062E-06        58.1837E-06        62.0996E-06        64.7025E-06 
              220.294            813.591E-12         51.5432E-06        58.1125E-06        62.0236E-06        64.6233E-06 
              220.446            913.818E-12         51.2902E-06        57.8272E-06        61.7191E-06        64.306E-06  
              220.882            658.044E-12         50.5659E-06        57.0105E-06        60.8474E-06        63.3977E-06 
              220.991            594.245E-12         50.3852E-06        56.8068E-06        60.6299E-06        63.1711E-06 
              221.172            488.038E-12         50.0844E-06        56.4677E-06        60.268E-06         62.794E-06  
              221.471            312.911E-12         49.5884E-06        55.9085E-06        59.6711E-06        62.1721E-06 
              221.726            163.013E-12         49.1639E-06        55.4299E-06        59.1602E-06        61.6398E-06 
              221.92              49.4279E-12        48.8423E-06        55.0673E-06        58.7731E-06        61.2364E-06 
              222.059            -32.2312E-12        48.6111E-06        54.8065E-06        58.4948E-06        60.9464E-06 
              222.151            -86.5125E-12        48.4575E-06        54.6332E-06        58.3098E-06        60.7537E-06 
              222.461           -268.22E-12          47.9431E-06        54.053E-06         57.6906E-06        60.1084E-06 
              222.647           -377.373E-12         47.6342E-06        53.7045E-06        57.3186E-06        59.7208E-06 
              223.131           -661.062E-12         46.8312E-06        52.7987E-06        56.3517E-06        58.7134E-06 
              223.196           -699.443E-12         46.7225E-06        52.6762E-06        56.2209E-06        58.5771E-06 
              223.235           -722.506E-12         46.6573E-06        52.6025E-06        56.1423E-06        58.4952E-06 
